headliner,support,year,date,time,ticket_price,
DJ Icey,"Smookie Illson, DJ Throdown, Obscure, Proxxy & Lantern",2013,Thursday Oct 17,10:15 PM,"			 $8.00       ",
Fuck Buttons,,2013,Thursday Oct 17,6:30 PM,"			 $20       ",
Blockhead & Little People,Encryption,2013,Wednesday Oct 16,9:00 PM,"			 $10.00       ",
Au Revoir Simone,Selebrities,2013,Tuesday Oct 15,7:00 PM,"			 $20       ",
Gigamesh,"Urulu, Ozker, DJ Provoke",2013,Saturday Oct 12,10:00 PM,"			 $10.00       ",
Theme Park Improv,"Ian Brennan (Glee), Rachel Dratch (SNL), Michael Hitchcock (Best In Show), Jessica Makinson (iCarly), Cole Stratton (Pop My Culture), Janet Varney (Dinner and a Movie), Perth Oâ€™Duibhdiorma",2013,Saturday Oct 12,7:00 PM,"			 $15.00       ",
Burns vs. Burns,ForQuarters Collective,2013,Friday Oct 11,10:00 PM,"			 $10.00       ",
Magda,,2013,Friday Oct 11,10:00 PM,"			 $10.00       ",
The Handsome Men of Bentzen Ball Show,"Brody Stevens (HBO / Conan / Chelsea Lately), Brandon Wardell (2009 Bentzen Ball intern / birthday boy), Graham Elwood (The Late Late Show / Super High Me), Michael J. Foody (Family Hemerlein / Neptune), Andy T. Wood (The Bridgetown Comedy Festival), Rob Cantrell (Last Comic Standing), & host Andrew Bucket (BYT)",2013,Friday Oct 11,7:00 PM,"			 $15       ",
Gold Fields (Live),"Rush Midnight, Story of the Running Wolf, Lindsay Lowend",2013,Thursday Oct 10,10:00 PM,"			 $12.00       ",
Moombahton Massive XXX - 3 Year Anniversary + Sabo's Birthday!,"Nadastrom, Sabo, Nickodemus",2013,Wednesday Oct 9,10:00 PM,"			 $12.00       ",
NEEDTOBREATHE,Ivan & Alyosha,2013,Wednesday Oct 9,6:30 PM,"			 $31       ",
Michal Menert,"ODESZA (at 9:30 Club), Mikey Thunder, RogueState (Translation Recordings)",2013,Tuesday Oct 8,9:00 PM,"			 $12.00       ",
London Grammar,Jaymes Young,2013,Sunday Oct 6,6:00 PM,"			 $15       ",
"Juan Atkins, Samo Sound Boy & Jerome LOL",Charles Martin,2013,Saturday Oct 5,10:00 PM,"			 $10.00       ",
Tricky (Cancelled),Royal Canoe,2013,Saturday Oct 5,6:30 PM,"			 $25       ",
Wolf + Lamb,Solomon Sanchez,2013,Friday Oct 4,10:00 PM,"			 $10.00       ",
Middle Distance Runner,Teen Mom,2013,Friday Oct 4,6:00 PM,"			 $15       ",
ill.Gates,"Shake Beats, Knoxbox, Deltanine",2013,Thursday Oct 3,10:00 PM,"			 $10-15       ",
KONKRETE JUNGLE DC,"Joanna O, Jungle Jessie, Lady Shah, Moody Moore b2b General Motors, Agent 137",2013,Wednesday Oct 2,10:00 PM,"			 $5.00       ",
GROUPLOVE,The Rubens,2013,Tuesday Oct 1,7:00 PM,"			 $20       ",
Ken Lazee,,2013,Tuesday Oct 1 - Wednesday Oct 2 ,Doors: 12:00 pm / Show: 12:00 pm ,"			 $1.00       ",
Har Mar Superstar,"Reputante, Lizzo",2013,Monday Sep 30,7:00 PM,"			 $15       ",
Biffy Clyro,Morning Parade,2013,Sunday Sep 29,8:00 PM,"			 $20       ",
Bliss 13 Year Anniversary,"Kingdom b2b Bok Bok, Charles Feelgood, Worthy, Will Eastman ""Caroline/Rabid"" EP Release Party",2013,Saturday Sep 28,10:00 PM,"			 $10.00       ",
The Legendary Pink Dots,Orbit Service,2013,Saturday Sep 28,6:30 PM,"			 $25       ",
Mosca,"T.Williams, Philip Goyette",2013,Friday Sep 27,10:00 PM,"			 $12.00       ",
"The White Mandingos - featuring MURS, Darryl Jenifer of Bad Brains and Sacha Jenkins (P...",301,2013,Friday Sep 27,7:00 PM,"			 $20       ",
Basecamp,,2013,Friday Sep 27 - Sunday Sep 29 ,2:00 PM,"			 $39.50-129.50       ",
Tittsworth + Craze,Lemz,2013,Thursday Sep 26,10:00 PM,"			 $10.00       ",
Sound Remedy,Sumner,2013,Wednesday Sep 25,10:00 PM,"			 $10.00       ",
Le1f,"Antwon, Lakutis, Don Jones",2013,Wednesday Sep 25,7:00 PM,"			 $15       ",
Moombahton Massive XXIX,"Nadastrom, Sabo, Thee Mike B",2013,Tuesday Sep 24,9:00 PM,"			 $10.00       ",
Mudhoney,Cheap Time,2013,Monday Sep 23,7:00 PM,"			 $25       ",
DC BASS TAKEOVER,"Slant (2 Tuff), Encryption (Deep Sessions) vs. Resonance, Julez (SubDistrick), SGNL (Deep Foc.us), RogueState (Translation Recordings), Ken Lazee (U Hall), Brau Brothers (DC Brau)",2013,Sunday Sep 22,9:00 PM,"			 $5.00       ",
Gareth Emery,Pat Jagla,2013,Saturday Sep 21,10:00 PM,"			 $15.00       ",
El Ten Eleven,Eliot Lipp,2013,Saturday Sep 21,6:30 PM,"			 $14       ",
The Knocks (DJ Set),Ghost Beach (DJ Set),2013,Friday Sep 20,10:00 PM,"			 $15.00       ",
Tom Odell,Vance Joy,2013,Friday Sep 20,6:00 PM,"			 $15       ",
Andy C,"Render One, C-Level",2013,Thursday Sep 19,10:00 PM,"			 $15 - $17 advance       ",
Goldroom (Live),Tesla Boy (Live),2013,Thursday Sep 19,7:00 PM,"			 $12.00       ",
Phaeleh,Encryption vs. Refugee,2013,Wednesday Sep 18,10:00 PM,"			 $10.00       ",
MitiS,"kicks n licks, OG Status, Mahi",2013,Tuesday Sep 17,9:00 PM,"			 $10.00       ",
Black Prairie,Jon Mooallem,2013,Sunday Sep 15,6:30 PM,"			 $15       ",
Baby Loves Disco,,2013,Sunday Sep 15,11:00 AM,"			 $15.00 - $55.00       ",
Treasure Fingers,Tommy Cornelis,2013,Saturday Sep 14,10:00 PM,"			 $10.00       ",
Sharam,,2013,Friday Sep 13,10:00 PM,"			 $10.00       ",
Kate Boy,"Joywave, ASTR",2013,Thursday Sep 12,10:00 PM,"			 $12.00       ",
The Last Bison,The North Country,2013,Thursday Sep 12,6:00 PM,"			 $15       ",
Expansion Broadcast 10-Year Anniversary w/ Icicle,"D-Fect, Erictronica, Refugee, Whighzeguy, Tsurugi",2013,Wednesday Sep 11,9:00 PM,"			 $10.00       ",
Robert DeLong,Ghost Beach,2013,Tuesday Sep 10,7:00 PM,"			 $15       ",
Butch Walker,"The Whiskey Gentry, Andrew Rohlk",2013,Monday Sep 9,7:00 PM,"			 $25       ",
Lapalux,R4NS0M,2013,Sunday Sep 8,9:00 PM,"			 $12.00       ",
PENTAMON (@ Backbar),"Sami Y., Pat Jagla",2013,Saturday Sep 7,11:00 PM,"			 $5.00       ",
Dubtribe Sound System (Live),"Baronhawk, Ken Lazee",2013,Saturday Sep 7,10:30 PM,"			 $10.00       ",
U.S. Royalty,Sunwolf,2013,Saturday Sep 7,7:00 PM,"			 $20       ",
Dusky,Erictronica,2013,Friday Sep 6,10:00 PM,"			 $10.00       ",
ETC!ETC!,"Kennedy Jones, Shake Beats, Knoxbox",2013,Thursday Sep 5,10:00 PM,"			 $12-15       ",
Shigeto & Beacon,"Heathered Pearls, Nature Rage",2013,Wednesday Sep 4,9:00 PM,"			 $10.00       ",
AlunaGeorge,Supreme Cuts,2013,Tuesday Sep 3,9:00 PM,"			 $15.00       ",
Photek,"Slant, Chris Nitti vs. Lxsx Frxnk, Joel Transit",2013,Sunday Sep 1,9:00 PM,"			 $10.00       ",
DC Takeover,"Outputmessage (DJ Set), Nacey, Sol Power All Stars - Meistro, Deep Sang, Stylus",2013,Saturday Aug 31,10:00 PM,"			 $10.00       ",
Juan MacLean (DJ Set),Philip Goyette,2013,Friday Aug 30,10:00 PM,"			 $10.00       ",
KONKRETE JUNGLE DC,"Throdown b2b Kyng of Thievez, ill Omen b2b Will Miles, Kimsey b2b T.F.I.  (The Fucking Impaler), Contemplation b2b C-Vision",2013,Wednesday Aug 28,10:00 PM,"			 $5.00       ",
Doc Scott,,2013,Sunday Aug 25,9:00 PM,"			 $10.00       ",
Bliss w/ Will Eastman,"Lxsx Frxnk, Chris Nitti",2013,Saturday Aug 24,10:00 PM,"			 $10.00       ",
Irationâ€™s Automatic Tour,"Through the Roots, Fortunate Youth, Micah Brown",2013,Saturday Aug 24,5:30 PM,"			 $15       ",
Lee Foss,Sam Kosh & Funkdamentalist (Silence In Metropolis),2013,Friday Aug 23,10:00 PM,"			 $12.00       ",
MOOMBAHTON MASSIVE XXVIII w/ Sabo + special guests.,Sabo,2013,Wednesday Aug 21,9:00 PM,"			 $10.00       ",
GRILLFEST: Dance Party to help Pat Walsh fix his grill,"Protect-U, Nouveau Riche, Outputmessage (live), Micah Vellian",2013,Sunday Aug 18,9:00 PM,"			 $5.00       ",
Slam,John Johnson,2013,Saturday Aug 17,10:00 PM,"			 $10.00       ",
Metro Area,"Mighty Mouse, Baronhawk",2013,Friday Aug 16,10:00 PM,"			 $10.00       ",
Luke the Knife,"Bonkerz, Ozker, William DeVon",2013,Thursday Aug 15,10:00 PM,"			 $10.00       ",
Tittsworth,DJ Yorker (21st Birthday Party),2013,Wednesday Aug 14,10:00 PM,"			 $10.00       ",
Ben Browning (Cut Copy) DJ Set,Ozker,2013,Sunday Aug 11,9:00 PM,"			 $5.00       ",
Martyn,Beautiful Swimmers,2013,Saturday Aug 10,10:00 PM,"			 $10.00       ",
The Revenge,Joe L.,2013,Friday Aug 9,10:00 PM,"			 $10.00       ",
Jakwob,"Little Daylight, Strange Talk, Coin",2013,Thursday Aug 8,9:00 PM,"			 $12.00       ",
Pleasurekraft,RNS,2013,Saturday Aug 3,10:00 PM,"			 $15.00       ",
Andrew Stockdale (Cancelled),,2013,Saturday Aug 3,6:00 PM,"			 $20       ",
Cajmere,Will Eastman B2B Chris Burns,2013,Friday Aug 2,10:00 PM,"			 $12.00       ",
Novalima,Coba Sound System,2013,Friday Aug 2,7:00 PM,"			 $20       ",
Mad Decent Block Party (at Merriweather Post Pavilion),"Major Lazer, Zeds Dead, Flosstradamus, SBTRKT (DJ set), Skream, and more",2013,Friday Aug 2,2:00 PM,"			 $30 - $75       ",
SCHOOLBOY,"Eptic, KLM of TBMA, Bortz, Wes Goodie",2013,Thursday Aug 1,10:00 PM,"			 $12-15       ",
Amit (Live),"Kahn & Neek, Joe Nice, Encryption, Refugee, Instagib, MC Twisty",2013,Wednesday Jul 31,9:00 PM,"			 $15.00       ",
The Twelves,Mr. Bonkerz,2013,Sunday Jul 28,9:00 PM,"			 $8.00       ",
BLISS w/ Tiga,"Daniel Avery, Nautiluss, Pentamon",2013,Saturday Jul 27,10:00 PM,"			 $15.00       ",
"Rev 909: Daft Punk, French House & Indie Dance Classics","Will Eastman, Ozker",2013,Friday Jul 26,10:00 PM,"			 $10.00       ",
Stanton Warriors,Proxxy & Lantern,2013,Thursday Jul 25,10:00 PM,"			 $10.00       ",
Donavon Frankenreiter,"Lukas Nelson & P.O.T.R., Brian Russo",2013,Thursday Jul 25,6:30 PM,"			 $25       ",
J. Paul Getto,"Malphunktion vs. ForQuarters, Throdown vs. Saintlike, Cocaine Cowboys",2013,Wednesday Jul 24,10:00 PM,"			 $10.00       ",
Rustie,Obeyah,2013,Monday Jul 22,10:00 PM,"			 $12.00       ",
"DJ Hype, MC Daddy Earl, Trace","Homemade Weapons, Slant, Don Vega",2013,Sunday Jul 21,9:00 PM,"			 $15.00       ",
DVS1,,2013,Saturday Jul 20,10:00 PM,"			 $10.00       ",
Miguel Migs,Juan Zapata,2013,Friday Jul 19,10:00 PM,"			 $12.00       ",
Tittsworth,"Starks vs. Nacey, 814ofCourse",2013,Thursday Jul 18,10:00 PM,"			 $10.00       ",
thirst. special edition: Smithsonian Genome: Unlocking Life's Code,,2013,Thursday Jul 18,6:00 PM,"			 $15 - $25       ",
MOOMBAHTON MASSIVE XXVII,"Nadastrom, Sabo, Jen Lasher",2013,Wednesday Jul 17,9:00 PM,"			 $10       ",
Hudson Mohawke (DJ Set),"Joe Shabadu, Willy Joy",2013,Tuesday Jul 16,9:00 PM,"			 $20.00       ",
Goldie & A Sides,"A Sides, Slant",2013,Sunday Jul 14,9:00 PM,"			 $10.00       ",
Skylar Grey,TeamMate,2013,Sunday Jul 14,6:00 PM,"			 $15       ",
DC Takeover,"Stereo Faith, Charles Martin, Ken Lazee, Erictronica, Baronhawk, Micah Vellian",2013,Saturday Jul 13,10:00 PM,"			 $5.00       ",
Justin Martin,"El_Txef_A, Brian Billion",2013,Friday Jul 12,10:00 PM,"			 $10.00       ",
Bosnian Rainbows (Omar Rodriguez-Lopez â€¢ Deantoni Parks â€¢ Teri Gender Bender â€¢ Nicci Kasper),Sister Crayon,2013,Friday Jul 12,7:00 PM,"			 $20       ",
Aeroplane,Touch Sensitive,2013,Thursday Jul 11,10:00 PM,"			 $12.00       ",
Aphrodite,"Malphunktion, Locks of Intellect, Bassdread",2013,Wednesday Jul 10,9:00 PM,"			 $15.00       ",
Ã‚me,"Lxsx Frxnk, Hanik",2013,Saturday Jul 6,10:00 PM,"			 $10.00       ",
Charles Feelgood,"LoveGrove, Sheila Storms, Buster, Ray Casil",2013,Friday Jul 5,10:00 PM,"			 $10.00       ",
Independence Throwdown,"LJ MTX, Shake Beats, RaceCarBed, Massacat, Sayzar, Paradim3",2013,Thursday Jul 4,10:00 PM,"			 $5-10 advance       ",
Afrika Bambaataa and A Skillz,"Pumpkin, Fort Knox Five on 4 Turntables (DJ Set), Nappy Riddem (DJ Set), Proxxy & Lantern",2013,Wednesday Jul 3,8:00 PM,"			 $10.00       ",
KONKRETE JUNGLE DC,"Throdown, End Game, RX VS 5IVE, Creeper Status, Hosted by MC Twisty & MC Soto",2013,Sunday Jun 30,9:00 PM,"			 $5.00       ",
SÃ©bastien LÃ©ger,"Jordan Peak, aLamont",2013,Saturday Jun 29,10:00 PM,"			 $10.00       ",
John Grant,,2013,Saturday Jun 29,7:00 PM,"			 $20       ",
Damian Lazarus,Prab K.,2013,Friday Jun 28,10:00 PM,"			 $10.00       ",
Fake Blood,Mumbai Science,2013,Thursday Jun 27,10:00 PM,"			 $12.00       ",
Eleanor Friedberger,TEEN (CANCELLED),2013,Thursday Jun 27,7:00 PM,"			 $15       ",
Stunna,"Julez, Rogue State",2013,Wednesday Jun 26,10:00 PM,"			 $5.00       ",
Trillectro lite w/ DJ Sega,"Swizzymack, Selecta, Spicoli",2013,Tuesday Jun 25,9:00 PM,"			 $10.00       ",
Kastle,"Starkey, Cosby",2013,Sunday Jun 23,9:00 PM,"			 $12.00       ",
Walker & Royce and Jacques Renault,Chris Nitti,2013,Saturday Jun 22,10:00 PM,"			 $10.00       ",
Selah Sue,Bushwalla,2013,Saturday Jun 22,6:00 PM,"			 $15       ",
Fred Falke,Zimmer,2013,Friday Jun 21,10:00 PM,"			 $10.00       ",
Simian Mobile Disco (DJ Set),Pentamon,2013,Thursday Jun 20,10:00 PM,"			 $10.00       ",
The 1975,Alpine,2013,Thursday Jun 20,7:00 PM,"			 $12.00       ",
Hood Internet,"Mista Selecta, Mane Squeeze",2013,Wednesday Jun 19,10:00 PM,"			 $12.00       ",
Kanye West Listening Party - Yeezus,,2013,Tuesday Jun 18,10:00 PM,"			 $5.00       ",
AM & Shawn Lee,"The Stepkids, Dungeonesse",2013,Tuesday Jun 18,7:00 PM,"			 $20       ",
Boys Noize,"U Hell Halloween party with Gent & Jawns, Steve Starks",2013,Monday Jun 17,9:00 PM,"			 $20.00       ",
J. Phlip & Gina Turner,Mazi,2013,Saturday Jun 15,10:00 PM,"			 $10.00       ",
"The White Mandingos - featuring MURS, Darryl Jenifer of Bad Brains and Sacha Jenkins",,2013,Saturday Jun 15,7:00 PM,"			 $20       ",
Oscar G,"Chris Burns, Baronhawk",2013,Friday Jun 14,10:00 PM,"			 $10.00       ",
RAC,Viceroy,2013,Thursday Jun 13,10:00 PM,"			 $15.00       ",
MOOMBAHTON MASSIVE XXVI,"Nadastrom, Sabo",2013,Wednesday Jun 12,10:00 PM,"			 $10.00       ",
Pete Yorn and JD King are The Olms,Anthony D'Amato,2013,Wednesday Jun 12,6:00 PM,"			 $20       ",
Ariel Pink,"Purple Pigeons, Kirin J. Callinan",2013,Monday Jun 10,7:00 PM,"			 $20       ",
Franck Roger,"Gareth Whitehead, R&B",2013,Saturday Jun 8,10:00 PM,"			 $10.00       ",
Lissie,Vance Joy,2013,Saturday Jun 8,7:00 PM,"			 $25       ",
Tony Humphries,"Sam ""The Man"" Burns",2013,Friday Jun 7,10:00 PM,"			 $10.00       ",
"Butch Clancy, Mayhem, Getter & special guest Bare",,2013,Thursday Jun 6,10:00 PM,"			 $15-17 adv/$20 day of show       ",
Totally Enormous Extinct Dinosaurs (DJ Set),"Kidnap Kid, DJ Provoke",2013,Wednesday Jun 5,10:00 PM,"			 $15.00       ",
Three Band Night - A Benefit Concert for the Stone and Holt Weeks Foundation,"The Assembly Line, Cairo Fred, Watermelon",2013,Tuesday Jun 4,8:00 PM,"			 $10.00       ",
Charli XCX,Little Daylight,2013,Monday Jun 3,7:00 PM,"			 $15       ",
Flobots,"Wheelchair Sports Camp, Higher Education",2013,Sunday Jun 2,7:00 PM,"			 $25       ",
Eats Everything,"Harry Ransom, Ken Lazee",2013,Saturday Jun 1,10:00 PM,"			 $10.00       ",
Moombahton Massive Day (at 9:30 Club),"Nadastrom x Sabo, U Hell Halloween party with Gent & Jawns, Kingman Fire (Pickster One & Melo), Heartbreak, Jay Fay, DJ Ayres, Cousin Culo, Maxxin Crew (Cousin Culo x DJ Reck x Phi Unit), Thomas Blondet, Dee Jay Theory, Jon Kwest",2013,Saturday Jun 1,8:00 PM,"			 $20.00       ",
"#NoFilter with Grace Helbig, Hannah Hart and Mamrie Hart",,2013,Saturday Jun 1,6:00 PM,"			 $20-$35       ",
"#NoFilter with Grace Helbig, Hannah Hart and Mamrie Hart",,2013,Saturday Jun 1,3:00 PM,"			 $20-$35       ",
D'Julz (@ Napoleon Bistro),"Karina, Chris Burns, Philip Goyette",2013,Friday May 31,10:00 PM,"			 $10.00       ",
Sulu DC/ECAASU AAPI Heritage Month Bash,The Pinstriped Rebel,2013,Friday May 31,6:30 PM,"			 $10.00       ",
Destructo & Tittsworth,814ofCourse,2013,Thursday May 30,10:00 PM,"			 $10.00       ",
Mala,"Author (Live), Deep Sessions Crew",2013,Wednesday May 29,9:00 PM,"			 $15.00       ",
Carlo Lio,"BEN SEAGREN, DJ KRAMER, Fort Knox Five, DJ MANNY",2013,Sunday May 26,9:00 PM,"			 $10.00       ",
BLISS w/ Ellen Allien,"Charles Martin, Sarah Myers",2013,Saturday May 25,10:00 PM,"			 $10.00       ",
Todd Terry,"John Johnson, Andy Grant",2013,Friday May 24,10:00 PM,"			 $10.00       ",
Shit Robot,Protect-U,2013,Thursday May 23,10:00 PM,"			 $10.00       ",
oOoOO & Rush Midnight,"Rush Midnight, Cavale, DENMAN",2013,Wednesday May 22,9:00 PM,"			 $10.00       ",
Daft Punk Listening Party - Random Access Memories on Vinyl,,2013,Tuesday May 21,8:00 PM,"			 $5.00       ",
Ed Rush & Optical,"Slant, Deinfamous, Bjoo, High Tolerance, Jungle Jessi",2013,Sunday May 19,9:00 PM,"			 $10.00       ",
Josh Wink,"Soul Mob, Chris Nitti",2013,Saturday May 18,10:00 PM,"			 $10.00       ",
Orchard Lounge,"Damn Right!, Hugo Zapata",2013,Friday May 17,10:00 PM,"			 $10.00       ",
The Hush Sound and Hockey,"River City Extension, Genevieve Schatz, Lucas Carpenter",2013,Friday May 17,5:30 PM,"			 $18       ",
"ESKMO (Live), Aligning Minds (Live)",Soohan,2013,Thursday May 16,9:00 PM,"			 $15.00, FREE for Forward Fest passholders       ",
KONKRETE JUNGLE DC,"DON VEGA b2b THRODOWN, D-Fect, PICK b2b MYST, HEADHUNTERZ INC.",2013,Wednesday May 15,10:00 PM,"			 $5.00       ",
Youngblood Hawke,"The Colourist, Aaron Crawford & The Bad Cards",2013,Wednesday May 15,6:00 PM,"			 $15       ",
Digitalism (Live),Lxsx Frxnk,2013,Monday May 13,9:00 PM,"			 $12.00       ",
Watapachi,"Billy The Gent, RaceCarBed, Knoxbox",2013,Sunday May 12,9:00 PM,"			 $5.00       ",
Matthias Tanzmann,"Andrew Grant, Navbox",2013,Saturday May 11,10:00 PM,"			 $10.00       ",
International Soul Society Festival 2013,,2013,Saturday May 11,2:00 PM,"			 $20.00       ",
Duke Dumont,"Trus'me, Illich Mujica",2013,Friday May 10,10:00 PM,"			 $10.00       ",
2013 DMC Washington DC Regional DJ Battle,,2013,Friday May 10,5:00 PM,"			 $10.00       ",
MS MR,"Sir Sly, Magic Man",2013,Thursday May 9,8:00 PM,"			 $12.00       ",
Minnesota,"Bassdread, Tek Subport, DCarls",2013,Wednesday May 8,10:00 PM,"			 $12 advance/$15 day of show/$17 door       ",
RL Grime,Obeyah,2013,Tuesday May 7,9:00 PM,"			 $12.00       ",
Foals (DJ Set) After Party,Bil Todd,2013,Sunday May 5,9:00 PM,"			 $8.00       ",
Matthew Dear (DJ Set),"Lomez, Jubilee",2013,Saturday May 4,10:00 PM,"			 $10.00       ",
Peter Murphy Celebrates 35yrs of Bauhaus,Ours,2013,Saturday May 4,7:00 PM,"			 $30       ",
Mark Farina,"Juan Zapata, Joe L.",2013,Friday May 3,10:00 PM,"			 $10.00       ",
Oberhofer,Celestial Shore,2013,Friday May 3,7:00 PM,"			 $15       ",
Watts Up Tour feat. Antiserum,"Helicopter Showdown, Clicks & Whistles, Knoxbox, Sayzar",2013,Thursday May 2,10:00 PM,"			 $10-$15 advance, $17 day of show       ",
Tittsworth & Willy Joy,Lemz,2013,Wednesday May 1,10:00 PM,"			 $5.00       ",
Pearson Sound,"Jubilee (NYC), Refugee",2013,Sunday Apr 28,9:00 PM,"			 $12.00       ",
BLISS: Humanaut Pittsburgh Techno Takeover,"Aaron Clark, Paul Fleetwood, Relative Q, Revy",2013,Saturday Apr 27,10:00 PM,"			 $10.00       ",
Turquoise Jeep,Kosha Dillz,2013,Saturday Apr 27,7:00 PM,"			 $20       ",
Kaskade,Chris Nitti,2013,Friday Apr 26,10:00 PM,"			 $30.00       ",
Akron/Family,"Romantic States, M Geddes Gengras",2013,Friday Apr 26,6:00 PM,"			 $15       ",
Roksonix,"2rip, Instagib",2013,Thursday Apr 25,10:00 PM,"			 $12       ",
Flying Lotus (at 9:30 Club),"Thundercat, Teebs",2013,Thursday Apr 25,9:00 PM,"			 $25       ",
MOOMBAHTON MASSIVE,"Nadastrom, Sabo",2013,Wednesday Apr 24,9:00 PM,"			 $12.00       ",
Amon Tobin (DJ set),"Harry Ransom, Christine Moritz",2013,Sunday Apr 21,9:00 PM,"			 $25.00       ",
Gary Beck,"Pentamon, Decair",2013,Saturday Apr 20,10:00 PM,"			 $10.00       ",
Chopteeth AfroFunk Big Band,Lucky Dub,2013,Saturday Apr 20,7:00 PM,"			 $15       ",
DC House Showcase,"Two McFlys, Meistro, DJ Nav, Philip Goyette, Hugo Zapata",2013,Friday Apr 19,10:00 PM,"			 $5.00       ",
Matt Costa,"Vandaveer, The Blank Tapes",2013,Friday Apr 19,6:00 PM,"			 $20       ",
DC Disco Showcase w/ Volta Bureau,"Mr. Bonkerz, Remote Ctrl",2013,Thursday Apr 18,9:00 PM,"			 $5.00       ",
Schematic (Cancelled),"Asker, COIN, TheRuinCity",2013,Sunday Apr 14,7:00 PM,"			 $15       ",
Saeed Younan,Sumner,2013,Saturday Apr 13,10:00 PM,"			 $10.00       ",
Julio Bashmore,Eduardo Castillo,2013,Friday Apr 12,10:00 PM,"			 $15.00       ",
Goldroom (Live),"Stepdad (Live), Little Daylight (Live)",2013,Thursday Apr 11,10:00 PM,"			 $12.00       ",
The 2 Bears feat. Joe Goddard of HOT CHIP,"Morri$, Ozker",2013,Wednesday Apr 10,10:00 PM,"			 $8.00       ",
Congorock,"Clockwork (Dim Mak/Mad Decent), Jokers of the Scene",2013,Sunday Apr 7,9:00 PM,"			 $15.00       ",
Claude VonStroke,Nacey,2013,Saturday Apr 6,10:00 PM,"			 $10.00       ",
Smile (and Dance) for SMYAL feat. Rye Rye!,"DJs Chord, Keenan, TWIN, Tommy Cornelis, Matt Bailer",2013,Saturday Apr 6,3:00 PM,"			 $15.00       ",
DC House Showcase,"Sam Burns, Eau Claire & Philco, Dimitri Max, AGFA (DJ Set), Smudge",2013,Friday Apr 5,10:00 PM,"			 $10.00       ",
Xkore,,2013,Thursday Apr 4,10:00 PM,"			 $12-15       ",
Subscape,,2013,Thursday Apr 4,10:00 PM,"			 $12-15       ",
Flume,"Eprom, Lovelife (Live), Philip Goyette",2013,Wednesday Apr 3,9:00 PM,"			 $10.00       ",
Robotic Pirate Monkey,,2013,Sunday Mar 31,9:00 PM,"			 $10-$12 advance       ",
jozif,"Sergio Santos, R & B",2013,Saturday Mar 30,10:00 PM,"			 $10.00       ",
Ryan Beatty,,2013,Saturday Mar 30,1:00 PM,"			 $20-$60       ",
Tensnake,"Light Year, Curses!, Ozker",2013,Friday Mar 29,10:00 PM,"			 $10.00       ",
Passafire,,2013,Friday Mar 29,7:00 PM,"			 $15       ",
The Last Nouveau Riche,"Bird Peterson, Gavin Holland, Steve Starks, Nacey",2013,Thursday Mar 28,9:00 PM,"			 $10.00       ",
Flosstradamus,"DJ Spinz, Nacey",2013,Wednesday Mar 27,9:00 PM,"			 $10.00       ",
